100000	H00000	0.5	H	000000	000000	0.0	1	1	H	L	000000	000000	1.0	1	1	H	
100000	L00000	0.0	H	000000	000000	0.0	1	1	L	L	000000	000000	0.0	1	1	L	
200000	H00000	1.0	H	100000	H00000	0.0	2	2	H	L	100000	H00000	1.0	2	2	H	
200000	L00000	0.25	H	100000	H00000	0.0	2	2	L	L	100000	L00000	0.0	2	2	L	
110000	HH0000	1.0	H	100000	H00000	0.0	1	1	H	L	100000	H00000	1.0	1	1	H	
110000	HL0000	0.25	H	100000	L00000	0.0	1	1	H	L	100000	H00000	0.0	1	1	L	
110000	LL0000	0.0	H	100000	L00000	0.0	1	1	L	L	100000	L00000	0.0	1	1	L	
300000	H00000	1.5	H	200000	H00000	0.0	3	3	H	L	200000	H00000	1.0	3	3	H	
300000	L00000	0.625	H	200000	H00000	0.0	3	3	L	L	200000	L00000	0.0	3	3	L	
210000	HH0000	1.5	H	110000	HH0000	0.0	2	2	H	L	110000	HH0000	1.0	2	2	H	
210000	HL0000	0.625	H	110000	HL0000	0.0	2	2	H	L	200000	H00000	0.0	1	1	L	
210000	LH0000	0.25	H	200000	L00000	0.0	1	1	H	L	110000	HL0000	0.0	2	2	L	
210000	LL0000	0.125	H	110000	HL0000	0.0	2	2	L	L	110000	LL0000	0.0	2	2	L	
111000	HHH000	1.5	H	110000	HH0000	0.0	1	1	H	L	110000	HH0000	1.0	1	1	H	
111000	HHL000	0.625	H	110000	HL0000	0.0	1	1	H	L	110000	HH0000	0.0	1	1	L	
111000	HLL000	0.125	H	110000	LL0000	0.0	1	1	H	L	110000	HL0000	0.0	1	1	L	
111000	LLL000	0.0	H	110000	LL0000	0.0	1	1	L	L	110000	LL0000	0.0	1	1	L	
400000	*00000	1.0625	H	300000	H00000	0.0	4	4	*	L	300000	L00000	0.0	4	4	*	
310000	HH0000	2.0	H	210000	HH0000	0.0	3	3	H	L	210000	HH0000	1.0	3	3	H	
310000	HL0000	1.0625	H	210000	HL0000	0.0	3	3	H	L	300000	H00000	0.0	1	1	L	
310000	LH0000	0.4375	H	300000	L00000	0.0	1	1	H	L	210000	LH0000	0.0	3	3	L	
310000	LL0000	0.375	H	210000	HL0000	0.0	3	3	L	L	210000	LL0000	0.0	3	3	L	
220000	HH0000	2.0	H	210000	HH0000	0.0	2	2	H	L	210000	HH0000	1.0	2	2	H	
220000	HL0000	0.4375	H	210000	LH0000	0.0	2	2	H	L	210000	HL0000	0.0	2	2	L	
220000	LL0000	0.1875	H	210000	LH0000	0.0	2	2	L	L	210000	LL0000	0.0	2	2	L	
211000	HHH000	2.0	H	111000	HHH000	0.0	2	2	H	L	111000	HHH000	1.0	2	2	H	
211000	HHL000	1.0625	H	111000	HHL000	0.0	2	2	H	L	210000	HH0000	0.0	1	1	L	
211000	HLL000	0.375	H	111000	HLL000	0.0	2	2	H	L	210000	HL0000	0.0	1	1	L	
211000	LHH000	0.4375	H	210000	LH0000	0.0	1	1	H	L	111000	HHL000	0.0	2	2	L	
211000	LHL000	0.125	H	210000	LL0000	0.0	1	1	H	L	111000	HLL000	0.0	2	2	L	
211000	LLL000	0.0625	H	111000	HLL000	0.0	2	2	L	L	111000	LLL000	0.0	2	2	L	
111100	HHHH00	2.0	H	111000	HHH000	0.0	1	1	H	L	111000	HHH000	1.0	1	1	H	
111100	HHHL00	1.0625	H	111000	HHL000	0.0	1	1	H	L	111000	HHH000	0.0	1	1	L	
111100	HHLL00	0.375	H	111000	HLL000	0.0	1	1	H	L	111000	HHL000	0.0	1	1	L	
111100	HLLL00	0.0625	H	111000	LLL000	0.0	1	1	H	L	111000	HLL000	0.0	1	1	L	
