100	H00	0.5	H	000	000	0.0	L	000	000	1.0	
100	L00	0.0	H	000	000	0.0	L	000	000	0.0	
200	H00	1.0	H	100	H00	0.0	L	100	H00	1.0	
200	L00	0.25	H	100	H00	0.0	L	100	L00	0.0	
110	HH0	1.0	H	100	H00	0.0	L	100	H00	1.0	
110	HL0	0.25	H	100	L00	0.0	L	100	H00	0.0	
110	LL0	0.0	H	100	L00	0.0	L	100	L00	0.0	
300	H00	1.5	H	200	H00	0.0	L	200	H00	1.0	
300	L00	0.625	H	200	H00	0.0	L	200	L00	0.0	
210	HH0	1.5	H	110	HH0	0.0	L	110	HH0	1.0	
210	HL0	0.625	H	110	HL0	0.0	L	200	H00	0.0	
210	LH0	0.25	H	200	L00	0.0	L	110	HL0	0.0	
210	LL0	0.125	H	110	HL0	0.0	L	110	LL0	0.0	
111	HHH	1.5	H	110	HH0	0.0	L	110	HH0	1.0	
111	HHL	0.625	H	110	HL0	0.0	L	110	HH0	0.0	
111	HLL	0.125	H	110	LL0	0.0	L	110	HL0	0.0	
111	LLL	0.0	H	110	LL0	0.0	L	110	LL0	0.0	
400	H00	2.0	H	300	H00	0.0	L	300	H00	1.0	
400	L00	1.0625	H	300	H00	0.0	L	300	L00	0.0	
310	HH0	2.0	H	210	HH0	0.0	L	210	HH0	1.0	
310	HL0	1.0625	H	210	HL0	0.0	L	300	H00	0.0	
310	LH0	0.4375	H	300	L00	0.0	L	210	LH0	0.0	
310	LL0	0.375	H	210	HL0	0.0	L	210	LL0	0.0	
220	HH0	2.0	H	210	HH0	0.0	L	210	HH0	1.0	
220	HL0	0.4375	H	210	LH0	0.0	L	210	HL0	0.0	
220	LL0	0.1875	H	210	LH0	0.0	L	210	LL0	0.0	
211	HHH	2.0	H	111	HHH	0.0	L	111	HHH	1.0	
211	HHL	1.0625	H	111	HHL	0.0	L	210	HH0	0.0	
211	HLL	0.375	H	111	HLL	0.0	L	210	HL0	0.0	
211	LHH	0.4375	H	210	LH0	0.0	L	111	HHL	0.0	
211	LHL	0.125	H	210	LL0	0.0	L	111	HLL	0.0	
211	LLL	0.0625	H	111	HLL	0.0	L	111	LLL	0.0	
500	H00	2.5	H	400	H00	0.0	L	400	H00	1.0	
500	L00	1.53125	H	400	H00	0.0	L	400	L00	0.0	
410	HH0	2.5	H	310	HH0	0.0	L	310	HH0	1.0	
410	HL0	1.53125	H	310	HL0	0.0	L	400	H00	0.0	
410	LH0	0.75	H	400	L00	0.0	L	310	LH0	0.0	
410	LL0	0.71875	H	310	HL0	0.0	L	310	LL0	0.0	
320	HH0	2.5	H	220	HH0	0.0	L	220	HH0	1.0	
320	HL0	0.75	H	220	HL0	0.0	L	310	HL0	0.0	
320	LH0	0.4375	H	310	LH0	0.0	L	220	HL0	0.0	
320	LL0	0.3125	H	220	HL0	0.0	L	220	LL0	0.0	
311	HHH	2.5	H	211	HHH	0.0	L	211	HHH	1.0	
311	HHL	1.53125	H	211	HHL	0.0	L	310	HH0	0.0	
311	HLL	0.71875	H	211	HLL	0.0	L	310	HL0	0.0	
311	LHH	0.4375	H	310	LH0	0.0	L	211	LHH	0.0	
311	LHL	0.25	H	310	LL0	0.0	L	211	LHL	0.0	
311	LLL	0.21875	H	211	HLL	0.0	L	211	LLL	0.0	
221	HHH	2.5	H	211	HHH	0.0	L	211	HHH	1.0	
221	HHL	1.53125	H	211	HHL	0.0	L	220	HH0	0.0	
221	HLH	0.75	H	211	LHH	0.0	L	211	HHL	0.0	
221	HLL	0.25	H	211	LHL	0.0	L	211	HLL	0.0	
221	LLH	0.15625	H	220	LL0	0.0	L	211	LHL	0.0	
221	LLL	0.09375	H	211	LHL	0.0	L	211	LLL	0.0	
600	*00	2.015625	H	500	H00	0.0	L	500	L00	0.0	
510	HH0	3.0	H	410	HH0	0.0	L	410	HH0	1.0	
510	HL0	2.015625	H	410	HL0	0.0	L	500	H00	0.0	
510	LH0	1.140625	H	500	L00	0.0	L	410	LH0	0.0	
510	LL0	1.125	H	410	HL0	0.0	L	410	LL0	0.0	
420	HH0	3.0	H	320	HH0	0.0	L	320	HH0	1.0	
420	HL0	1.140625	H	320	HL0	0.0	L	410	HL0	0.0	
420	LH0	0.59375	H	410	LH0	0.0	L	320	LH0	0.0	
420	LL0	0.53125	H	320	HL0	0.0	L	320	LL0	0.0	
411	HHH	3.0	H	311	HHH	0.0	L	311	HHH	1.0	
411	HHL	2.015625	H	311	HHL	0.0	L	410	HH0	0.0	
411	HLL	1.125	H	311	HLL	0.0	L	410	HL0	0.0	
411	LHH	0.59375	H	410	LH0	0.0	L	311	LHH	0.0	
411	LHL	0.484375	H	410	LL0	0.0	L	311	LHL	0.0	
411	LLL	0.46875	H	311	HLL	0.0	L	311	LLL	0.0	
330	HH0	3.0	H	320	HH0	0.0	L	320	HH0	1.0	
330	HL0	0.59375	H	320	LH0	0.0	L	320	HL0	0.0	
330	LL0	0.375	H	320	LH0	0.0	L	320	LL0	0.0	
321	HHH	3.0	H	221	HHH	0.0	L	221	HHH	1.0	
321	HHL	2.015625	H	221	HHL	0.0	L	320	HH0	0.0	
321	HLH	1.140625	H	221	HLH	0.0	L	311	HHL	0.0	
321	HLL	0.484375	H	221	HLL	0.0	L	311	HLL	0.0	
321	LHH	0.59375	H	311	LHH	0.0	L	221	HLH	0.0	
321	LHL	0.25	H	311	LHL	0.0	L	221	HLL	0.0	
321	LLH	0.234375	H	320	LL0	0.0	L	221	LLH	0.0	
321	LLL	0.171875	H	221	HLL	0.0	L	221	LLL	0.0	
222	HHH	3.0	H	221	HHH	0.0	L	221	HHH	1.0	
222	HHL	1.140625	H	221	HLH	0.0	L	221	HHL	0.0	
222	HLL	0.203125	H	221	LLH	0.0	L	221	HLL	0.0	
222	LLL	0.125	H	221	LLH	0.0	L	221	LLL	0.0	
610	*H0	1.578125	H	600	*00	0.0	L	510	LH0	0.0	
610	*L0	1.5703125	H	510	HL0	0.0	L	510	LL0	0.0	
520	HH0	3.5	H	420	HH0	0.0	L	420	HH0	1.0	
520	HL0	1.578125	H	420	HL0	0.0	L	510	HL0	0.0	
520	LH0	0.8671875	H	510	LH0	0.0	L	420	LH0	0.0	
520	LL0	0.8359375	H	420	HL0	0.0	L	420	LL0	0.0	
511	HHH	3.5	H	411	HHH	0.0	L	411	HHH	1.0	
511	HHL	2.5078125	H	411	HHL	0.0	L	510	HH0	0.0	
511	HLL	1.5703125	H	411	HLL	0.0	L	510	HL0	0.0	
511	LHH	0.8671875	H	510	LH0	0.0	L	411	LHH	0.0	
511	LHL	0.8046875	H	510	LL0	0.0	L	411	LHL	0.0	
511	LLL	0.796875	H	411	HLL	0.0	L	411	LLL	0.0	
430	HH0	3.5	H	330	HH0	0.0	L	330	HH0	1.0	
430	HL0	0.8671875	H	330	HL0	0.0	L	420	HL0	0.0	
430	LH0	0.59375	H	420	LH0	0.0	L	330	HL0	0.0	
430	LL0	0.484375	H	330	HL0	0.0	L	330	LL0	0.0	
421	HHH	3.5	H	321	HHH	0.0	L	321	HHH	1.0	
421	HHL	2.5078125	H	321	HHL	0.0	L	420	HH0	0.0	
421	HLH	1.578125	H	321	HLH	0.0	L	411	HHL	0.0	
