100	H00	0.66	H	000	000	0.0	M	000	000	1.0	L	000	000	1.0	
100	M00	0.33	H	000	000	0.0	M	000	000	0.0	L	000	000	1.0	
100	L00	0.0	H	000	000	0.0	M	000	000	0.0	L	000	000	0.0	
200	H00	1.3134000000000001	H	100	H00	0.0	M	100	H00	1.0	L	100	H00	1.0	
200	M00	0.7656000000000001	H	100	H00	0.0	M	100	M00	0.0	L	100	M00	1.0	
200	L00	0.32670000000000005	H	100	H00	0.0	M	100	M00	0.0	L	100	L00	0.0	
110	HH0	1.3134000000000001	H	100	H00	0.0	M	100	H00	1.0	L	100	H00	1.0	
110	HM0	0.7656000000000001	H	100	M00	0.0	M	100	H00	0.0	L	100	M00	1.0	
110	HL0	0.43560000000000004	H	100	L00	0.0	M	100	H00	0.0	L	100	H00	0.0	
110	MM0	0.6567000000000001	H	100	M00	0.0	M	100	M00	0.0	L	100	M00	1.0	
110	ML0	0.10890000000000001	H	100	L00	0.0	M	100	L00	0.0	L	100	M00	0.0	
110	LL0	0.0	H	100	L00	0.0	M	100	L00	0.0	L	100	L00	0.0	
300	H00	1.960266	H	200	H00	0.0	M	200	H00	1.0	L	200	H00	1.0	
300	M00	1.2687180000000002	H	200	H00	0.0	M	200	M00	0.0	L	200	M00	1.0	
300	L00	0.7938810000000002	H	200	H00	0.0	M	200	M00	0.0	L	200	L00	0.0	
210	HH0	1.960266	H	110	HH0	0.0	M	110	HH0	1.0	L	110	HH0	1.0	
210	HM0	1.2687180000000002	H	110	HM0	0.0	M	200	H00	0.0	L	110	HM0	1.0	
210	HL0	1.0105920000000002	H	110	HL0	0.0	M	200	H00	0.0	L	200	H00	0.0	
210	MH0	1.0879440000000002	H	200	M00	0.0	M	110	HM0	0.0	L	110	HM0	1.0	
210	MM0	1.01607	H	110	HM0	0.0	M	110	MM0	0.0	L	110	MM0	1.0	
210	ML0	0.4323330000000001	H	110	HL0	0.0	M	110	ML0	0.0	L	200	M00	0.0	
210	LH0	0.5042070000000001	H	200	L00	0.0	M	110	HM0	0.0	L	110	HL0	0.0	
210	LM0	0.25155900000000003	H	200	L00	0.0	M	200	L00	0.0	L	110	ML0	0.0	
210	LL0	0.14374800000000001	H	200	L00	0.0	M	110	ML0	0.0	L	110	LL0	0.0	
111	HHH	1.960266	H	110	HH0	0.0	M	110	HH0	1.0	L	110	HH0	1.0	
111	HHM	1.2687180000000002	H	110	HM0	0.0	M	110	HH0	0.0	L	110	HM0	1.0	
111	HHL	1.0105920000000002	H	110	HL0	0.0	M	110	HH0	0.0	L	110	HH0	0.0	
111	HMM	1.01607	H	110	MM0	0.0	M	110	HM0	0.0	L	110	MM0	1.0	
111	HML	0.4323330000000001	H	110	ML0	0.0	M	110	HL0	0.0	L	110	HM0	0.0	
111	HLL	0.28749600000000003	H	110	LL0	0.0	M	110	HL0	0.0	L	110	HL0	0.0	
111	MMM	0.9801330000000001	H	110	MM0	0.0	M	110	MM0	0.0	L	110	MM0	1.0	
111	MML	0.28858500000000004	H	110	ML0	0.0	M	110	ML0	0.0	L	110	MM0	0.0	
111	MLL	0.035937000000000004	H	110	LL0	0.0	M	110	LL0	0.0	L	110	ML0	0.0	
111	LLL	0.0	H	110	LL0	0.0	M	110	LL0	0.0	L	110	LL0	0.0	
400	*00	1.3275454500000003	H	300	H00	0.0	M	300	M00	0.0	L	300	L00	0.0	
310	HH0	2.6006633399999997	H	210	HH0	0.0	M	210	HH0	1.0	L	210	HH0	1.0	
310	HM0	1.8142416600000004	H	210	HM0	0.0	M	300	H00	0.0	L	210	HM0	1.0	
310	HL0	1.62727092	H	210	HL0	0.0	M	300	H00	0.0	L	300	H00	0.0	
310	MH0	1.4667199800000004	H	300	M00	0.0	M	210	MH0	0.0	L	210	MH0	1.0	
310	MM0	1.41928314	H	210	HM0	0.0	M	210	MM0	0.0	L	210	MM0	1.0	
310	ML0	0.8948421900000002	H	210	HL0	0.0	M	210	ML0	0.0	L	300	M00	0.0	
310	LH0	0.7873905600000002	H	300	L00	0.0	M	210	MH0	0.0	L	210	LH0	0.0	
