1000200333	00003333	1	200	00003333	1	200	00003333	1	200	
1000110333	00003333	1	110	00003333	1	110	00003333	1	110	
1000101333	00003333	1	101	00003333	1	101	00003333	1	101	
100020333	00003333	1	20	00003333	1	20	00003333	1	20	
100011333	00003333	1	11	00003333	1	11	00003333	1	11	
10002333	00003333	1	2	00003333	1	2	00003333	1	2	
2000100333	1000200333	2	100	1000110333	2	100	1000101333	2	100	
200010333	1000110333	2	10	100020333	2	10	100011333	2	10	
20001333	1000101333	2	1	100011333	2	1	10002333	2	1	
110020020033	1000200333	1	200	1000200333	1	200	1000200333	1	200	
110020011033	1000110333	1	200	1000200333	1	110	1000110333	1	200	
110020010133	1000101333	1	200	1000200333	1	101	1000200333	1	101	
11002002033	100020333	1	200	1000200333	1	20	100020333	1	200	
11002001133	100011333	1	200	1000200333	1	11	1000200333	1	11	
1100200233	10002333	1	200	1000200333	1	2	1000200333	1	2	
110011011033	1000110333	1	110	1000110333	1	110	1000110333	1	110	
110011010133	1000101333	1	110	1000101333	1	110	1000110333	1	101	
11001102033	100020333	1	110	1000110333	1	20	100020333	1	110	
11001101133	100011333	1	110	1000110333	1	11	1000110333	1	11	
1100110233	10002333	1	110	1000110333	1	2	1000110333	1	2	
110010110133	1000101333	1	101	1000101333	1	101	1000101333	1	101	
11001012033	100020333	1	101	1000101333	1	20	100020333	1	101	
11001011133	100011333	1	101	1000101333	1	11	100011333	1	101	
1100101233	10002333	1	101	1000101333	1	2	1000101333	1	2	
1100202033	100020333	1	20	100020333	1	20	100020333	1	20	
1100201133	100011333	1	20	100011333	1	20	100020333	1	11	
110020233	10002333	1	20	10002333	1	20	100020333	1	2	
1100111133	100011333	1	11	100011333	1	11	100011333	1	11	
110011233	10002333	1	11	10002333	1	11	100011333	1	2	
11002233	10002333	1	2	10002333	1	2	10002333	1	2	
30000333	2000100333	3	0	200010333	3	0	20001333	3	0	
210010020033	2000100333	1	200	110020011033	2	100	110020010133	2	100	
210010011033	2000100333	1	110	2000100333	1	110	110011010133	2	100	
210010010133	2000100333	1	101	110011010133	2	100	110010110133	2	100	
21001002033	11002002033	2	100	2000100333	1	20	11001012033	2	100	
21001001133	11002001133	2	100	2000100333	1	11	11001011133	2	100	
2100100233	1100200233	2	100	2000100333	1	2	1100101233	2	100	
21001020033	200010333	1	200	11002002033	2	10	11002001133	2	10	
21001011033	200010333	1	110	11001102033	2	10	11001101133	2	10	
21001010133	200010333	1	101	11001012033	2	10	11001011133	2	10	
2100102033	200010333	1	20	200010333	1	20	1100201133	2	10	
2100101133	200010333	1	11	1100201133	2	10	1100111133	2	10	
210010233	1100110233	2	10	110020233	2	10	200010333	1	2	
2100120033	20001333	1	200	11002001133	2	1	1100200233	2	1	
2100111033	20001333	1	110	11001101133	2	1	1100110233	2	1	
2100110133	20001333	1	101	11001011133	2	1	1100101233	2	1	
210012033	20001333	1	20	20001333	1	20	110020233	2	1	
210011133	20001333	1	11	20001333	1	11	110011233	2	1	
21001233	20001333	1	2	110011233	2	1	11002233	2	1	
11102002002003	110020020033	1	200	110020020033	1	200	110020020033	1	200	
11102002001103	110020011033	1	200	110020020033	1	110	110020011033	1	200	
11102002001013	110020010133	1	200	110020020033	1	101	110020020033	1	101	
1110200200203	11002002033	1	200	110020020033	1	20	11002002033	1	200	
