100020333	00003333	1	20	00003333	1	20	
100011333	00003333	1	11	00003333	1	11	
10002333	00003333	1	2	00003333	1	2	
200010333	100020333	2	10	100011333	2	10	
20001333	100011333	2	1	10002333	2	1	
1100202033	100020333	1	20	100020333	1	20	
1100201133	100011333	1	20	100020333	1	11	
110020233	10002333	1	20	100020333	1	2	
1100111133	100011333	1	11	100011333	1	11	
110011233	10002333	1	11	100011333	1	2	
11002233	10002333	1	2	10002333	1	2	
30000333	200010333	3	0	20001333	3	0	
2100102033	200010333	1	20	1100201133	2	10	
2100101133	1100201133	2	10	1100111133	2	10	
210010233	110020233	2	10	110011233	2	10	
210012033	20001333	1	20	110020233	2	1	
210011133	20001333	1	11	110011233	2	1	
21001233	110011233	2	1	11002233	2	1	
11102020203	1100202033	1	20	1100202033	1	20	
11102020113	1100201133	1	20	1100202033	1	11	
1110202023	110020233	1	20	1100202033	1	2	
11102011113	1100111133	1	20	1100201133	1	11	
1110201123	110011233	1	20	1100201133	1	2	
111020223	11002233	1	20	110020233	1	2	
11101111113	1100111133	1	11	1100111133	1	11	
1110111123	110011233	1	11	1100111133	1	2	
111011223	11002233	1	11	110011233	1	2	
11102223	11002233	1	2	11002233	1	2	
310002033	30000333	1	20	210012033	3	0	
310001133	30000333	1	11	210011133	3	0	
31000233	30000333	1	2	21001233	3	0	
2200101033	2100102033	2	10	2100101133	2	10	
220010133	210012033	2	10	210010233	2	1	
22001133	210011133	2	1	21001233	2	1	
21101020203	2100102033	1	20	11102020113	2	10	
21101020113	2100101133	1	20	11102011113	2	10	
2110102023	210010233	1	20	1110201123	2	10	
21101011113	11102011113	2	10	11101111113	2	10	
2110101123	1110201123	2	10	1110111123	2	10	
211010223	111020223	2	10	210010233	1	2	
2110120203	210012033	1	20	1110202023	2	1	
2110120113	210011133	1	20	1110201123	2	1	
211012023	21001233	1	20	111020223	2	1	
2110111113	210011133	1	11	1110111123	2	1	
211011123	21001233	1	11	111011223	2	1	
21101223	111011223	2	1	11102223	2	1	
