1000	30	4	4	4	1.5	10	0000	4	4	4	4	0.0	1	1	30	1	0000	4	4	4	4	3.0	1	1	30	
1000	21	4	4	4	1.0	10	0000	4	4	4	4	0.0	1	1	21	1	0000	4	4	4	4	2.0	1	1	21	
1000	12	4	4	4	0.5	10	0000	4	4	4	4	0.0	1	1	12	1	0000	4	4	4	4	1.0	1	1	12	
1000	3	4	4	4	0.0	10	0000	4	4	4	4	0.0	1	1	3	1	0000	4	4	4	4	0.0	1	1	3	
2000	20	4	4	4	2.25	10	1000	30	4	4	4	0.0	2	2	20	1	1000	21	4	4	4	2.0	2	2	20	
2000	11	4	4	4	1.25	10	1000	21	4	4	4	0.0	2	2	11	1	1000	12	4	4	4	1.0	2	2	11	
2000	2	4	4	4	0.25	10	1000	12	4	4	4	0.0	2	2	2	1	1000	3	4	4	4	0.0	2	2	2	
1100	30	30	4	4	3.0	10	1000	30	4	4	4	0.0	1	1	30	1	1000	30	4	4	4	3.0	1	1	30	
1100	30	21	4	4	2.25	10	1000	21	4	4	4	0.0	1	1	30	1	1000	30	4	4	4	2.0	1	1	21	
1100	30	12	4	4	1.5	10	1000	12	4	4	4	0.0	1	1	30	1	1000	30	4	4	4	1.0	1	1	12	
1100	30	3	4	4	0.75	10	1000	3	4	4	4	0.0	1	1	30	1	1000	30	4	4	4	0.0	1	1	3	
1100	21	21	4	4	2.0	10	1000	21	4	4	4	0.0	1	1	21	1	1000	21	4	4	4	2.0	1	1	21	
1100	21	12	4	4	1.25	10	1000	12	4	4	4	0.0	1	1	21	1	1000	21	4	4	4	1.0	1	1	12	
1100	21	3	4	4	0.5	10	1000	3	4	4	4	0.0	1	1	21	1	1000	21	4	4	4	0.0	1	1	3	
1100	12	12	4	4	1.0	10	1000	12	4	4	4	0.0	1	1	12	1	1000	12	4	4	4	1.0	1	1	12	
1100	12	3	4	4	0.25	10	1000	3	4	4	4	0.0	1	1	12	1	1000	12	4	4	4	0.0	1	1	3	
1100	3	3	4	4	0.0	10	1000	3	4	4	4	0.0	1	1	3	1	1000	3	4	4	4	0.0	1	1	3	
3000	10	4	4	4	2.25	10	2000	20	4	4	4	0.0	3	3	10	1	2000	11	4	4	4	1.0	3	3	10	
3000	1	4	4	4	0.75	10	2000	11	4	4	4	0.0	3	3	1	1	2000	2	4	4	4	0.0	3	3	1	
2100	20	30	4	4	3.25	10	2000	20	4	4	4	0.0	1	1	30	1	1100	30	21	4	4	2.0	2	2	20	
2100	20	21	4	4	3.125	10	1100	30	21	4	4	0.0	2	2	20	1	1100	21	21	4	4	2.0	2	2	20	
2100	20	12	4	4	2.375	10	1100	30	12	4	4	0.0	2	2	20	1	1100	21	12	4	4	2.0	2	2	20	
2100	20	3	4	4	1.5	10	1100	30	3	4	4	0.0	2	2	20	1	2000	20	4	4	4	0.0	1	1	3	
2100	11	30	4	4	1.875	10	2000	11	4	4	4	0.0	1	1	30	1	1100	30	12	4	4	1.0	2	2	11	
2100	11	21	4	4	1.75	10	2000	11	4	4	4	0.0	1	1	21	1	1100	21	12	4	4	1.0	2	2	11	
2100	11	12	4	4	1.625	10	1100	21	12	4	4	0.0	2	2	11	1	1100	12	12	4	4	1.0	2	2	11	
2100	11	3	4	4	0.875	10	1100	21	3	4	4	0.0	2	2	11	1	1100	12	3	4	4	1.0	2	2	11	
2100	2	30	4	4	0.5	10	2000	2	4	4	4	0.0	1	1	30	1	1100	30	3	4	4	0.0	2	2	2	
2100	2	21	4	4	0.375	10	2000	2	4	4	4	0.0	1	1	21	1	1100	21	3	4	4	0.0	2	2	2	
