100	20	3	3	1.0	10	000	3	3	3	0.0	1	1	20	1	000	3	3	3	2.0	1	1	20	
100	11	3	3	0.5	10	000	3	3	3	0.0	1	1	11	1	000	3	3	3	1.0	1	1	11	
100	2	3	3	0.0	10	000	3	3	3	0.0	1	1	2	1	000	3	3	3	0.0	1	1	2	
200	10	3	3	1.25	10	100	20	3	3	0.0	2	2	10	1	100	11	3	3	1.0	2	2	10	
200	1	3	3	0.25	10	100	11	3	3	0.0	2	2	1	1	100	2	3	3	0.0	2	2	1	
110	20	20	3	2.0	10	100	20	3	3	0.0	1	1	20	1	100	20	3	3	2.0	1	1	20	
110	20	11	3	1.25	10	100	11	3	3	0.0	1	1	20	1	100	20	3	3	1.0	1	1	11	
110	20	2	3	0.5	10	100	2	3	3	0.0	1	1	20	1	100	20	3	3	0.0	1	1	2	
110	11	11	3	1.0	10	100	11	3	3	0.0	1	1	11	1	100	11	3	3	1.0	1	1	11	
110	11	2	3	0.25	10	100	2	3	3	0.0	1	1	11	1	100	11	3	3	0.0	1	1	2	
110	2	2	3	0.0	10	100	2	3	3	0.0	1	1	2	1	100	2	3	3	0.0	1	1	2	
300	0	3	3	0.75	10	200	10	3	3	0.0	3	3	0	1	200	1	3	3	0.0	3	3	0	
210	10	20	3	1.75	10	200	10	3	3	0.0	1	1	20	1	110	20	11	3	1.0	2	2	10	
210	10	11	3	1.625	10	110	20	11	3	0.0	2	2	10	1	110	11	11	3	1.0	2	2	10	
210	10	2	3	0.875	10	110	20	2	3	0.0	2	2	10	1	110	11	2	3	1.0	2	2	10	
210	1	20	3	0.375	10	200	1	3	3	0.0	1	1	20	1	110	20	2	3	0.0	2	2	1	
210	1	11	3	0.25	10	200	1	3	3	0.0	1	1	11	1	110	11	2	3	0.0	2	2	1	
210	1	2	3	0.125	10	110	11	2	3	0.0	2	2	1	1	110	2	2	3	0.0	2	2	1	
111	20	20	20	3.0	10	110	20	20	3	0.0	1	1	20	1	110	20	20	3	2.0	1	1	20	
111	20	20	11	2.125	10	110	20	11	3	0.0	1	1	20	1	110	20	20	3	1.0	1	1	11	
111	20	20	2	1.25	10	110	20	2	3	0.0	1	1	20	1	110	20	20	3	0.0	1	1	2	
111	20	11	11	1.625	10	110	11	11	3	0.0	1	1	20	1	110	20	11	3	1.0	1	1	11	
111	20	11	2	0.75	10	110	11	2	3	0.0	1	1	20	1	110	20	11	3	0.0	1	1	2	
111	20	2	2	0.25	10	110	2	2	3	0.0	1	1	20	1	110	20	2	3	0.0	1	1	2	
111	11	11	11	1.5	10	110	11	11	3	0.0	1	1	11	1	110	11	11	3	1.0	1	1	11	
111	11	11	2	0.625	10	110	11	2	3	0.0	1	1	11	1	110	11	11	3	0.0	1	1	2	
111	11	2	2	0.125	10	110	2	2	3	0.0	1	1	11	1	110	11	2	3	0.0	1	1	2	
111	2	2	2	0.0	10	110	2	2	3	0.0	1	1	2	1	110	2	2	3	0.0	1	1	2	
310	0	20	3	0.5625	10	300	0	3	3	0.0	1	1	20	1	210	1	20	3	0.0	3	3	0	
310	0	11	3	0.5	10	300	0	3	3	0.0	1	1	11	1	210	1	11	3	0.0	3	3	0	
310	0	2	3	0.4375	10	300	0	3	3	0.0	1	1	2	1	210	1	2	3	0.0	3	3	0	
220	10	10	3	2.1875	10	210	10	20	3	0.0	2	2	10	1	210	10	11	3	1.0	2	2	10	
220	10	1	3	0.625	10	210	1	20	3	0.0	2	2	10	1	210	10	2	3	0.0	2	2	1	
