100	40	5	5	2.0	10	000	5	5	5	0.0	1	1	40	1	000	5	5	5	4.0	1	1	40	
100	31	5	5	1.5	10	000	5	5	5	0.0	1	1	31	1	000	5	5	5	3.0	1	1	31	
100	22	5	5	1.0	10	000	5	5	5	0.0	1	1	22	1	000	5	5	5	2.0	1	1	22	
100	13	5	5	0.5	10	000	5	5	5	0.0	1	1	13	1	000	5	5	5	1.0	1	1	13	
100	4	5	5	0.0	10	000	5	5	5	0.0	1	1	4	1	000	5	5	5	0.0	1	1	4	
200	30	5	5	3.25	10	100	40	5	5	0.0	2	2	30	1	100	31	5	5	3.0	2	2	30	
200	21	5	5	2.25	10	100	31	5	5	0.0	2	2	21	1	100	22	5	5	2.0	2	2	21	
200	12	5	5	1.25	10	100	22	5	5	0.0	2	2	12	1	100	13	5	5	1.0	2	2	12	
200	3	5	5	0.25	10	100	13	5	5	0.0	2	2	3	1	100	4	5	5	0.0	2	2	3	
110	40	40	5	4.0	10	100	40	5	5	0.0	1	1	40	1	100	40	5	5	4.0	1	1	40	
110	40	31	5	3.25	10	100	31	5	5	0.0	1	1	40	1	100	40	5	5	3.0	1	1	31	
110	40	22	5	2.5	10	100	22	5	5	0.0	1	1	40	1	100	40	5	5	2.0	1	1	22	
110	40	13	5	1.75	10	100	13	5	5	0.0	1	1	40	1	100	40	5	5	1.0	1	1	13	
110	40	4	5	1.0	10	100	4	5	5	0.0	1	1	40	1	100	40	5	5	0.0	1	1	4	
110	31	31	5	3.0	10	100	31	5	5	0.0	1	1	31	1	100	31	5	5	3.0	1	1	31	
110	31	22	5	2.25	10	100	22	5	5	0.0	1	1	31	1	100	31	5	5	2.0	1	1	22	
110	31	13	5	1.5	10	100	13	5	5	0.0	1	1	31	1	100	31	5	5	1.0	1	1	13	
110	31	4	5	0.75	10	100	4	5	5	0.0	1	1	31	1	100	31	5	5	0.0	1	1	4	
110	22	22	5	2.0	10	100	22	5	5	0.0	1	1	22	1	100	22	5	5	2.0	1	1	22	
110	22	13	5	1.25	10	100	13	5	5	0.0	1	1	22	1	100	22	5	5	1.0	1	1	13	
110	22	4	5	0.5	10	100	4	5	5	0.0	1	1	22	1	100	22	5	5	0.0	1	1	4	
110	13	13	5	1.0	10	100	13	5	5	0.0	1	1	13	1	100	13	5	5	1.0	1	1	13	
110	13	4	5	0.25	10	100	4	5	5	0.0	1	1	13	1	100	13	5	5	0.0	1	1	4	
110	4	4	5	0.0	10	100	4	5	5	0.0	1	1	4	1	100	4	5	5	0.0	1	1	4	
300	20	5	5	3.75	10	200	30	5	5	0.0	3	3	20	1	200	21	5	5	2.0	3	3	20	
300	11	5	5	2.25	10	200	21	5	5	0.0	3	3	11	1	200	12	5	5	1.0	3	3	11	
300	2	5	5	0.75	10	200	12	5	5	0.0	3	3	2	1	200	3	5	5	0.0	3	3	2	
210	30	40	5	4.75	10	200	30	5	5	0.0	1	1	40	1	110	40	31	5	3.0	2	2	30	
210	30	31	5	4.625	10	110	40	31	5	0.0	2	2	30	1	110	31	31	5	3.0	2	2	30	
210	30	22	5	3.875	10	110	40	22	5	0.0	2	2	30	1	110	31	22	5	3.0	2	2	30	
210	30	13	5	3.0	10	110	40	13	5	0.0	2	2	30	1	200	30	5	5	1.0	1	1	13	
210	30	4	5	2.125	10	110	40	4	5	0.0	2	2	30	1	200	30	5	5	0.0	1	1	4	
210	21	40	5	3.375	10	200	21	5	5	0.0	1	1	40	1	110	40	22	5	2.0	2	2	21	
210	21	31	5	3.25	10	200	21	5	5	0.0	1	1	31	1	110	31	22	5	2.0	2	2	21	
210	21	22	5	3.125	10	110	31	22	5	0.0	2	2	21	1	110	22	22	5	2.0	2	2	21	
210	21	13	5	2.375	10	110	31	13	5	0.0	2	2	21	1	110	22	13	5	2.0	2	2	21	
210	21	4	5	1.5	10	110	31	4	5	0.0	2	2	21	1	200	21	5	5	0.0	1	1	4	
210	12	40	5	2.0	10	200	12	5	5	0.0	1	1	40	1	110	40	13	5	1.0	2	2	12	
210	12	31	5	1.875	10	200	12	5	5	0.0	1	1	31	1	110	31	13	5	1.0	2	2	12	
210	12	22	5	1.75	10	200	12	5	5	0.0	1	1	22	1	110	22	13	5	1.0	2	2	12	
210	12	13	5	1.625	10	110	22	13	5	0.0	2	2	12	1	110	13	13	5	1.0	2	2	12	
210	12	4	5	0.875	10	110	22	4	5	0.0	2	2	12	1	110	13	4	5	1.0	2	2	12	
210	3	40	5	0.625	10	200	3	5	5	0.0	1	1	40	1	110	40	4	5	0.0	2	2	3	
210	3	31	5	0.5	10	200	3	5	5	0.0	1	1	31	1	110	31	4	5	0.0	2	2	3	
210	3	22	5	0.375	10	200	3	5	5	0.0	1	1	22	1	110	22	4	5	0.0	2	2	3	
210	3	13	5	0.25	10	200	3	5	5	0.0	1	1	13	1	110	13	4	5	0.0	2	2	3	
210	3	4	5	0.125	10	110	13	4	5	0.0	2	2	3	1	110	4	4	5	0.0	2	2	3	
111	40	40	40	6.0	10	110	40	40	5	0.0	1	1	40	1	110	40	40	5	4.0	1	1	40	
111	40	40	31	5.125	10	110	40	31	5	0.0	1	1	40	1	110	40	40	5	3.0	1	1	31	
111	40	40	22	4.25	10	110	40	22	5	0.0	1	1	40	1	110	40	40	5	2.0	1	1	22	
111	40	40	13	3.375	10	110	40	13	5	0.0	1	1	40	1	110	40	40	5	1.0	1	1	13	
