100	50	6	6	2.5	10	000	6	6	6	0.0	1	1	50	1	000	6	6	6	5.0	1	1	50	
100	41	6	6	2.0	10	000	6	6	6	0.0	1	1	41	1	000	6	6	6	4.0	1	1	41	
100	32	6	6	1.5	10	000	6	6	6	0.0	1	1	32	1	000	6	6	6	3.0	1	1	32	
100	23	6	6	1.0	10	000	6	6	6	0.0	1	1	23	1	000	6	6	6	2.0	1	1	23	
100	14	6	6	0.5	10	000	6	6	6	0.0	1	1	14	1	000	6	6	6	1.0	1	1	14	
100	5	6	6	0.0	10	000	6	6	6	0.0	1	1	5	1	000	6	6	6	0.0	1	1	5	
200	40	6	6	4.25	10	100	50	6	6	0.0	2	2	40	1	100	41	6	6	4.0	2	2	40	
200	31	6	6	3.25	10	100	41	6	6	0.0	2	2	31	1	100	32	6	6	3.0	2	2	31	
200	22	6	6	2.25	10	100	32	6	6	0.0	2	2	22	1	100	23	6	6	2.0	2	2	22	
200	13	6	6	1.25	10	100	23	6	6	0.0	2	2	13	1	100	14	6	6	1.0	2	2	13	
200	4	6	6	0.25	10	100	14	6	6	0.0	2	2	4	1	100	5	6	6	0.0	2	2	4	
110	50	50	6	5.0	10	100	50	6	6	0.0	1	1	50	1	100	50	6	6	5.0	1	1	50	
110	50	41	6	4.25	10	100	41	6	6	0.0	1	1	50	1	100	50	6	6	4.0	1	1	41	
110	50	32	6	3.5	10	100	32	6	6	0.0	1	1	50	1	100	50	6	6	3.0	1	1	32	
110	50	23	6	2.75	10	100	23	6	6	0.0	1	1	50	1	100	50	6	6	2.0	1	1	23	
110	50	14	6	2.0	10	100	14	6	6	0.0	1	1	50	1	100	50	6	6	1.0	1	1	14	
110	50	5	6	1.25	10	100	5	6	6	0.0	1	1	50	1	100	50	6	6	0.0	1	1	5	
110	41	41	6	4.0	10	100	41	6	6	0.0	1	1	41	1	100	41	6	6	4.0	1	1	41	
110	41	32	6	3.25	10	100	32	6	6	0.0	1	1	41	1	100	41	6	6	3.0	1	1	32	
110	41	23	6	2.5	10	100	23	6	6	0.0	1	1	41	1	100	41	6	6	2.0	1	1	23	
110	41	14	6	1.75	10	100	14	6	6	0.0	1	1	41	1	100	41	6	6	1.0	1	1	14	
110	41	5	6	1.0	10	100	5	6	6	0.0	1	1	41	1	100	41	6	6	0.0	1	1	5	
110	32	32	6	3.0	10	100	32	6	6	0.0	1	1	32	1	100	32	6	6	3.0	1	1	32	
110	32	23	6	2.25	10	100	23	6	6	0.0	1	1	32	1	100	32	6	6	2.0	1	1	23	
110	32	14	6	1.5	10	100	14	6	6	0.0	1	1	32	1	100	32	6	6	1.0	1	1	14	
110	32	5	6	0.75	10	100	5	6	6	0.0	1	1	32	1	100	32	6	6	0.0	1	1	5	
110	23	23	6	2.0	10	100	23	6	6	0.0	1	1	23	1	100	23	6	6	2.0	1	1	23	
110	23	14	6	1.25	10	100	14	6	6	0.0	1	1	23	1	100	23	6	6	1.0	1	1	14	
