10000	20	3	3	3	3	1.0	10	00000	3	3	3	3	3	0.0	1	00000	3	3	3	3	3	2.0	
10000	11	3	3	3	3	0.5	10	00000	3	3	3	3	3	0.0	1	00000	3	3	3	3	3	1.0	
10000	2	3	3	3	3	0.0	10	00000	3	3	3	3	3	0.0	1	00000	3	3	3	3	3	0.0	
20000	10	3	3	3	3	1.25	10	10000	20	3	3	3	3	0.0	1	10000	11	3	3	3	3	1.0	
20000	1	3	3	3	3	0.25	10	10000	11	3	3	3	3	0.0	1	10000	2	3	3	3	3	0.0	
11000	20	20	3	3	3	2.0	10	10000	20	3	3	3	3	0.0	1	10000	20	3	3	3	3	2.0	
11000	20	11	3	3	3	1.25	10	10000	11	3	3	3	3	0.0	1	10000	20	3	3	3	3	1.0	
11000	20	2	3	3	3	0.5	10	10000	2	3	3	3	3	0.0	1	10000	20	3	3	3	3	0.0	
11000	11	11	3	3	3	1.0	10	10000	11	3	3	3	3	0.0	1	10000	11	3	3	3	3	1.0	
11000	11	2	3	3	3	0.25	10	10000	2	3	3	3	3	0.0	1	10000	11	3	3	3	3	0.0	
11000	2	2	3	3	3	0.0	10	10000	2	3	3	3	3	0.0	1	10000	2	3	3	3	3	0.0	
30000	0	3	3	3	3	0.75	10	20000	10	3	3	3	3	0.0	1	20000	1	3	3	3	3	0.0	
21000	10	20	3	3	3	1.75	10	20000	10	3	3	3	3	0.0	1	11000	20	11	3	3	3	1.0	
21000	10	11	3	3	3	1.625	10	11000	20	11	3	3	3	0.0	1	11000	11	11	3	3	3	1.0	
21000	10	2	3	3	3	0.875	10	11000	20	2	3	3	3	0.0	1	11000	11	2	3	3	3	1.0	
21000	1	20	3	3	3	0.375	10	20000	1	3	3	3	3	0.0	1	11000	20	2	3	3	3	0.0	
21000	1	11	3	3	3	0.25	10	20000	1	3	3	3	3	0.0	1	11000	11	2	3	3	3	0.0	
21000	1	2	3	3	3	0.125	10	11000	11	2	3	3	3	0.0	1	11000	2	2	3	3	3	0.0	
11100	20	20	20	3	3	3.0	10	11000	20	20	3	3	3	0.0	1	11000	20	20	3	3	3	2.0	
11100	20	20	11	3	3	2.125	10	11000	20	11	3	3	3	0.0	1	11000	20	20	3	3	3	1.0	
11100	20	20	2	3	3	1.25	10	11000	20	2	3	3	3	0.0	1	11000	20	20	3	3	3	0.0	
11100	20	11	11	3	3	1.625	10	11000	11	11	3	3	3	0.0	1	11000	20	11	3	3	3	1.0	
11100	20	11	2	3	3	0.75	10	11000	11	2	3	3	3	0.0	1	11000	20	11	3	3	3	0.0	
11100	20	2	2	3	3	0.25	10	11000	2	2	3	3	3	0.0	1	11000	20	2	3	3	3	0.0	
11100	11	11	11	3	3	1.5	10	11000	11	11	3	3	3	0.0	1	11000	11	11	3	3	3	1.0	
11100	11	11	2	3	3	0.625	10	11000	11	2	3	3	3	0.0	1	11000	11	11	3	3	3	0.0	
11100	11	2	2	3	3	0.125	10	11000	2	2	3	3	3	0.0	1	11000	11	2	3	3	3	0.0	
11100	2	2	2	3	3	0.0	10	11000	2	2	3	3	3	0.0	1	11000	2	2	3	3	3	0.0	
31000	0	20	3	3	3	0.5625	10	30000	0	3	3	3	3	0.0	1	21000	1	20	3	3	3	0.0	
31000	0	11	3	3	3	0.5	10	30000	0	3	3	3	3	0.0	1	21000	1	11	3	3	3	0.0	
31000	0	2	3	3	3	0.4375	10	30000	0	3	3	3	3	0.0	1	21000	1	2	3	3	3	0.0	
22000	10	10	3	3	3	2.1875	10	21000	10	20	3	3	3	0.0	1	21000	10	11	3	3	3	1.0	
22000	10	1	3	3	3	0.625	10	21000	1	20	3	3	3	0.0	1	21000	10	2	3	3	3	0.0	
22000	1	1	3	3	3	0.1875	10	21000	1	11	3	3	3	0.0	1	21000	1	2	3	3	3	0.0	
21100	10	20	20	3	3	2.4375	10	21000	10	20	3	3	3	0.0	1	11100	20	20	11	3	3	1.0	
21100	10	20	11	3	3	2.125	10	21000	10	11	3	3	3	0.0	1	11100	20	11	11	3	3	1.0	
21100	10	20	2	3	3	1.3125	10	21000	10	2	3	3	3	0.0	1	11100	20	11	2	3	3	1.0	
21100	10	11	11	3	3	2.0625	10	11100	20	11	11	3	3	0.0	1	11100	11	11	11	3	3	1.0	
