0	0.00 	0.00 	0.00 
1	0.00 	0.00 	0.00 
10	0.00 	0.00 	1.00 
100	0.00 	1.00 	1.00 
2	0.00 	0.00 	0.00 
11	0.00 	0.00 	2.00 
20	0.00 	0.00 	1.00 
101	0.00 	2.00 	2.00 
110	0.00 	2.00 	2.00 
200	0.00 	1.00 	1.00 
3	0.00 	0.00 	0.00 
12	0.00 	0.00 	3.00 
21	0.00 	0.00 	2.00 
30	0.00 	0.00 	1.00 
102	0.00 	3.00 	3.00 
111	0.00 	3.00 	3.00 
120	0.00 	3.00 	3.00 
201	0.00 	2.00 	2.00 
210	0.00 	2.00 	2.00 
300	0.00 	1.00 	1.00
